-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,24,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,14,11,24,-1,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,24,14,24,13,-1,23,23,-1,-1,-1,-1,-1,23,23,23,-1,24,14,24,-1,-1,6,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,11,24,-1,-1,19,24,-1,-1,-1,-1,-1,-1,14,23,24,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,24,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,24,6,7,8,-1,13,24,14,24,-1,-1,-1,-1,-1,24,14,-1,6,8,-1,-1,23,23,23,-1,-1,-1,-1,-1,-1,-1,24,14,24,11,-1,-1,6,7,7,8,-1,14,24,-1,-1,-1,23,-1,24,13,24,-1,6,7,8,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,11,24,14,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,11,-1,6,8,-1,-1,6,8,-1,-1,23,23,23,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,24,14,-1,24,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,-1,-1,-1,-1,-1,23,23,23,6,8,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,6,8,-1,-1,-1,-1,24,12,24,14,-1,-1,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,6,8,-1,23,-1,24,-1,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,6,7,7,7,8,-1,-1,-1,14,-1,19,-1,24,-1,-1,-1,-1,16,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,24,-1,11,-1,-1,-1,-1,-1,-1,14,19,-1,-1,-1,-1,1,0,22,0,5,-1,-1,-1,14,-1,24,14,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,11,14,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,24,13,-1,-1,23,23,23,-1,-1,6,7,7,8,-1,-1,14,24,14,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,24,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,24,-1,-1,-1,-1,24,14,24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,22,7,22,8,-1,-1,14,24,11,-1,-1,-1,-1,-1,-1,-1,-1,12,14,24,14,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,6,8,-1,-1,-1,11,3,-1,-1,-1,-1,14,24,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1
-1,23,23,23,23,23,23,6,7,8,-1,23,-1,23,-1,23,-1,-1,-1,-1,-1,6,8,8,-1,-1,24,14,24,13,-1,-1,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,23,23,23,23,23,23,23,-1,-1,-1,6,8,-1,-1,-1,24,12,24,23,23,-1,-1,23,23,23,1,0,2,-1,-1,-1,-1,6,7,7,7,8,-1,-1,-1,-1,-1,-1,23,23,-1,-1,-1,-1,23,-1,23,-1,1,7,7,8,-1,-1,-1,-1,18,24,11,1,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,-1,-1,-1,-1,24,-1,1,5,-1,24,-1,-1,6,8,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1
24,14,24,21,24,14,11,24,14,24,11,14,24,14,24,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,14,1,0,0,2,14,24,-1,-1,13,24,14,3,4,5,24,21,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,-1,24,-1,-1,14,24,13,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,-1,-1,-1,-1,-1,11,1,22,5,5,16,6,-1,11,14,-1,-1,-1,-1,24,19,-1,6,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,23,-1,-1,-1,24,11,24,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,1,0,0,4,4,4,4,0,2,-1,-1,1,0,0,4,4,4,0,0,2,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,13,3,-1,-1,-1,23,14,24,-1,-1,-1,-1,-1,-1,-1,6,8,-1,-1,-1,14,24,1,5,-1,-1,-1,-1,-1,-1,7,8,-1,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,14,24,11,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,24,12,14,24,-1,-1,-1,24,14,-1,-1,-1,11,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,-1,3,4,4,4,4,4,4,4,5,-1,-1,3,4,4,4,4,4,4,4,5,24,14,24,11,24,14,-1,24,17,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,5,-1,23,-1,-1,24,13,14,1,5,-1,24,-1,1,0,2,-1,-1,-1,-1,23,23,23,23,23,-1,-1,-1,1,0,5,-1,-1,11,24,14,-1,24,-1,-1,-1,24,11,24,16,14,24,-1,-1,-1,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,2,14,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,1,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,4,4,4,4,4,4,4,4,4,22,22,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,22,2,-1,-1,1,7,7,5,23,-1,1,22,4,4,5,24,-1,14,-1,-1,-1,-1,-1,-1,17,-1,24,3,-1,-1,14,-1,6,7,7,7,8,-1,-1,-1,6,7,7,7,7,8,-1,24,14,20,14,-1
