-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,24,-1,14,24,-1,24,24,14,24,-1,14,-1,24,14,-1,-1,14,24,-1,24,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,23,-1,-1,-1,-1,-1,-1,-1,23,23,23,16,23,23,23,23,-1,11,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,24,-1,23,23,23,23,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,-1,24,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,23,-1,-1,23,23,23,23,23,-1,14,-1,14,-1,14,-1,-1,1,2,-1,-1,-1,23,23,23,-1,-1,-1,-1,11,14,-1,-1,14,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,-1,-1,-1,1,22,-1,3,5,23,23,23,23,23,23,23,23,23,-1,24,14,16,24,13,24,14,-1,23,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,-1,-1,-1,-1,-1
2,-1,23,23,-1,13,14,-1,-1,-1,1,0,0,0,2,23,23,16,23,-1,-1,-1,24,19,14,-1,-1,-1,-1,6,7,7,7,7,7,8,-1,-1,14,-1,17,14,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,23,23,23,16,23,23,23,23,24,24,1,0,0,0,0,0,0,2,18,-1,23,23,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,-1,-1,-1,-1,-1,23,23,23,23,23,-1,-1,-1,-1
4,2,14,23,23,1,0,2,-1,-1,23,23,23,23,23,14,-1,-1,14,-1,-1,-1,6,7,8,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,8,-1,-1,23,23,23,23,-1,-1,-1,-1,3,24,-1,14,17,24,13,24,-1,1,0,5,-1,-1,-1,-1,16,-1,4,0,2,24,23,23,23,23,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,-1,-1,-1
4,4,2,23,14,-1,23,23,23,-1,-1,14,13,14,-1,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,14,11,-1,14,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,-1,18,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,5,23,23,11,-1,19,23,23,23,23,23,4,2,11,24,-1,23,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,5,23,1,2,-1,-1,11,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,23,23,23,23,3,5,23,16,23,23,23,23,24,-1,1,0,2,23,23,23,24,-1,-1,4,0,2,-1,23,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,5,23,23,23,23,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,11,24,23,23,-1,24,17,24,11,24,23,2,23,23,23,24,24,24,13,1,2,11,24,-1,-1,23,23,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,17,11,-1,-1,14,11,19,-1,-1,-1,-1,-1,-1,23,23,23,23,23,-1,27,-1,-1,-1,23,23,23,23,24,14,20,24
4,4,5,23,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,1,0,0,0,0,2,23,14,13,24,11,1,0,0,0,4,4,0,2,23,23,23,18,3,-1,23,23,23,23,23,23,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,7,8,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,-1,-1,-1,-1,23,23,23,-1,6,7,7,8
4,4,5,23,-1,1,2,-1,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,-1,24,3,4,19,3,23,16,23,1,0,0,0,5,16,23,23,23,24,-1,24,13,-1,-1,1,5,23,23,23,23,23,23,23,23,23,23,23,23,23,13,17,-1,-1,-1,27,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,-1,-1,-1,-1,-1
